song,artist,uri,id,track_href,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
"Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company)",Green Day,spotify:track:41pFyxOpS119Pb8JEzhx0w,41pFyxOpS119Pb8JEzhx0w,https://api.spotify.com/v1/tracks/41pFyxOpS119Pb8JEzhx0w,0.417,0.647,-5.87,0.0296,0.0569,1.67e-06,0.0585,0.339,166.12,262387,5
Sankaritar,Tiktak,spotify:track:0S8YOd6m4yL2JRkV2SXaAL,0S8YOd6m4yL2JRkV2SXaAL,https://api.spotify.com/v1/tracks/0S8YOd6m4yL2JRkV2SXaAL,0.557,0.935,-5.367,0.036,7.53e-05,0.0,0.321,0.771,128.026,219000,6
Burn It to the Ground,Nickelback,spotify:track:1jq28NGw6wdtFKx8MBPy6C,1jq28NGw6wdtFKx8MBPy6C,https://api.spotify.com/v1/tracks/1jq28NGw6wdtFKx8MBPy6C,0.617,0.922,-3.474,0.0744,0.000247,0.388,0.363,0.6,132.059,212347,1
Holiday,Green Day,spotify:track:5vfjUAhefN7IjHbTvVCT4Z,5vfjUAhefN7IjHbTvVCT4Z,https://api.spotify.com/v1/tracks/5vfjUAhefN7IjHbTvVCT4Z,0.538,0.884,-3.251,0.031,0.000138,0.0,0.466,0.736,146.511,233027,6
Monsters (feat. blackbear),All Time Low,spotify:track:0tyR7Bu9P086aWBFZ4QJoo,0tyR7Bu9P086aWBFZ4QJoo,https://api.spotify.com/v1/tracks/0tyR7Bu9P086aWBFZ4QJoo,0.369,0.845,-3.449,0.0611,0.0493,0.0,0.416,0.782,78.532,174068,6
Cooler Than Me,Ethan Fields,spotify:track:03j1Sho436mK0c4YqQWg1K,03j1Sho436mK0c4YqQWg1K,https://api.spotify.com/v1/tracks/03j1Sho436mK0c4YqQWg1K,0.578,0.849,-4.614,0.0595,0.00218,0.0,0.389,0.626,136.021,155294,6
In The End,Anime,spotify:track:47RdxOp686m51Z8QWf5DHp,47RdxOp686m51Z8QWf5DHp,https://api.spotify.com/v1/tracks/47RdxOp686m51Z8QWf5DHp,0.433,0.96,-1.991,0.113,0.00399,0.0352,0.075,0.078,174.012,201724,5
4ever,Chief Keef,spotify:track:1qge6WjUL6pvi3NRvgQoIV,1qge6WjUL6pvi3NRvgQoIV,https://api.spotify.com/v1/tracks/1qge6WjUL6pvi3NRvgQoIV,0.5,0.811,-5.922,0.133,0.247,0.0,0.205,0.518,129.982,133530,5
Goodbye,Skan,spotify:track:0wSlgvBam0JTOoGI1nUTOB,0wSlgvBam0JTOoGI1nUTOB,https://api.spotify.com/v1/tracks/0wSlgvBam0JTOoGI1nUTOB,0.483,0.677,-5.665,0.0377,0.0313,6.92e-05,0.148,0.232,130.086,214154,5
Kukaan ei henkiin herätä,costee,spotify:track:04qJl51WzDOS8BisjWynbt,04qJl51WzDOS8BisjWynbt,https://api.spotify.com/v1/tracks/04qJl51WzDOS8BisjWynbt,0.339,0.498,-9.18,0.169,0.572,0.0,0.0915,0.533,149.855,193977,7
Short dick man remix - Remix,Shortster 0161,spotify:track:7I0KL3mZTBZWUIbrZCO03w,7I0KL3mZTBZWUIbrZCO03w,https://api.spotify.com/v1/tracks/7I0KL3mZTBZWUIbrZCO03w,0.866,0.507,-9.696,0.231,0.149,0.613,0.322,0.302,133.06,276120,1
Why'd You Only Call Me When You're High?,Arctic Monkeys,spotify:track:086myS9r57YsLbJpU0TgK9,086myS9r57YsLbJpU0TgK9,https://api.spotify.com/v1/tracks/086myS9r57YsLbJpU0TgK9,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4
Adore U,Lil Rain,spotify:track:6h2Tl2kUxljW3XXqbbhpXN,6h2Tl2kUxljW3XXqbbhpXN,https://api.spotify.com/v1/tracks/6h2Tl2kUxljW3XXqbbhpXN,0.291,0.503,-8.756,0.0506,0.886,0.0,0.117,0.461,69.143,271282,7
Waving At Cars,Isac Elliot,spotify:track:1K1j5IkohC4t0S8zjrYbOH,1K1j5IkohC4t0S8zjrYbOH,https://api.spotify.com/v1/tracks/1K1j5IkohC4t0S8zjrYbOH,0.775,0.673,-7.704,0.0423,0.218,0.0,0.074,0.71,120.056,159245,2
Hypnotized,Purple Disco Machine,spotify:track:0vWUhCPxpJOJR5urYbZypB,0vWUhCPxpJOJR5urYbZypB,https://api.spotify.com/v1/tracks/0vWUhCPxpJOJR5urYbZypB,0.69,0.813,-5.084,0.0997,0.0968,0.000324,0.109,0.704,108.078,195658,4
goodbye,Mk.gee,spotify:track:1AgWBneH9AdwnWtXVCPdV7,1AgWBneH9AdwnWtXVCPdV7,https://api.spotify.com/v1/tracks/1AgWBneH9AdwnWtXVCPdV7,0.334,0.303,-10.665,0.0287,0.96,0.663,0.084,0.19,81.185,113905,7
Two Ghosts,Harry Styles,spotify:track:4B1rpPmQXwj78wk6aIGwwU,4B1rpPmQXwj78wk6aIGwwU,https://api.spotify.com/v1/tracks/4B1rpPmQXwj78wk6aIGwwU,0.386,0.407,-7.095,0.0268,0.234,1.86e-06,0.0999,0.456,69.387,229813,3
I Miss the Misery,Halestorm,spotify:track:60rHc4AkLlP4XVSATvBb6K,60rHc4AkLlP4XVSATvBb6K,https://api.spotify.com/v1/tracks/60rHc4AkLlP4XVSATvBb6K,0.469,0.969,-2.219,0.0589,0.009,1.11e-05,0.346,0.476,164.042,183507,5
Mitä mulle jää,Bizi,spotify:track:5v36YJWpZescMmKrYmY4bx,5v36YJWpZescMmKrYmY4bx,https://api.spotify.com/v1/tracks/5v36YJWpZescMmKrYmY4bx,0.838,0.459,-9.892,0.0529,0.0346,0.0,0.0704,0.481,127.913,200625,2
Let It Be Me (feat. Ava Max),David Guetta,spotify:track:2F83FxNVkK6PPMHuYnwyVc,2F83FxNVkK6PPMHuYnwyVc,https://api.spotify.com/v1/tracks/2F83FxNVkK6PPMHuYnwyVc,0.743,0.529,-6.187,0.0505,0.128,0.0,0.181,0.438,102.048,172933,2
The Count (feat. Wiz Khalifa),Curren$y,spotify:track:171PWhxgdrIOgcAiBPO3Gr,171PWhxgdrIOgcAiBPO3Gr,https://api.spotify.com/v1/tracks/171PWhxgdrIOgcAiBPO3Gr,0.385,0.757,-5.96,0.167,0.709,0.0,0.235,0.469,82.673,194595,7
Feel So Close - Radio Edit,Calvin Harris,spotify:track:1gihuPhrLraKYrJMAEONyc,1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/tracks/1gihuPhrLraKYrJMAEONyc,0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4
Graveyard,Halsey,spotify:track:6V9fHiv84WlVTg7CSnIVY2,6V9fHiv84WlVTg7CSnIVY2,https://api.spotify.com/v1/tracks/6V9fHiv84WlVTg7CSnIVY2,0.667,0.583,-5.127,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,3
Lost My Lover,Ali Gatie,spotify:track:4NXXZjd4NObI6yK0JKaTEE,4NXXZjd4NObI6yK0JKaTEE,https://api.spotify.com/v1/tracks/4NXXZjd4NObI6yK0JKaTEE,0.607,0.421,-12.157,0.0611,0.812,5.92e-05,0.11,0.395,120.215,198593,7
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,spotify:track:1v7L65Lzy0j0vdpRjJewt1,1v7L65Lzy0j0vdpRjJewt1,https://api.spotify.com/v1/tracks/1v7L65Lzy0j0vdpRjJewt1,0.686,0.735,-4.616,0.264,0.00921,0.00066,0.342,0.0596,171.355,322227,5
Can't Be Touched (feat. Mr. Magic & Trouble),Various Artists,spotify:track:3zmduBNsQ6BPDTZAkXzG5K,3zmduBNsQ6BPDTZAkXzG5K,https://api.spotify.com/v1/tracks/3zmduBNsQ6BPDTZAkXzG5K,0.642,0.777,-4.809,0.094,0.00323,0.0,0.227,0.413,96.986,214400,3
Goosebumps,HVME,spotify:track:20McUFi8KCIVdNDLrkTDuZ,20McUFi8KCIVdNDLrkTDuZ,https://api.spotify.com/v1/tracks/20McUFi8KCIVdNDLrkTDuZ,0.767,0.659,-7.429,0.0444,0.325,0.0,0.13,0.439,124.946,163208,2
Goddamn (feat. A Boogie wit da Hoodie),Tyga,spotify:track:4TCG827sk5fDEmUvcQlStk,4TCG827sk5fDEmUvcQlStk,https://api.spotify.com/v1/tracks/4TCG827sk5fDEmUvcQlStk,0.951,0.573,-6.002,0.227,0.0667,0.0,0.119,0.42,105.052,211040,2
Invincible,Pop Smoke,spotify:track:792HwhrdO3ErRKL5yRe4Ge,792HwhrdO3ErRKL5yRe4Ge,https://api.spotify.com/v1/tracks/792HwhrdO3ErRKL5yRe4Ge,0.548,0.732,-5.652,0.336,0.125,0.0,0.269,0.612,142.791,127547,0
"Burning Heart - From ""Rocky IV"" Soundtrack",Various Artists,spotify:track:2avaSeKHI5l4sLruVfLdi2,2avaSeKHI5l4sLruVfLdi2,https://api.spotify.com/v1/tracks/2avaSeKHI5l4sLruVfLdi2,0.651,0.665,-7.43,0.0269,0.221,7.91e-06,0.0403,0.647,97.996,230720,3
Glory,Friday Pilots Club,spotify:track:422ZM0ccoh9WxxOxGculeP,422ZM0ccoh9WxxOxGculeP,https://api.spotify.com/v1/tracks/422ZM0ccoh9WxxOxGculeP,0.534,0.909,-4.209,0.0564,0.0188,0.0,0.352,0.44,114.028,209484,6
like that,Bea Miller,spotify:track:6E37j4b44JGpdk297urpKM,6E37j4b44JGpdk297urpKM,https://api.spotify.com/v1/tracks/6E37j4b44JGpdk297urpKM,0.573,0.441,-5.799,0.0758,0.186,0.0,0.61,0.389,61.657,185547,6
Hit and Run,LOLO,spotify:track:5NyA9sbbbRbjBeoJqFw1th,5NyA9sbbbRbjBeoJqFw1th,https://api.spotify.com/v1/tracks/5NyA9sbbbRbjBeoJqFw1th,0.675,0.82,-5.443,0.0526,0.00244,0.0,0.26,0.671,98.033,184642,4
Do I Wanna Know?,Arctic Monkeys,spotify:track:5FVd6KXrgO9B3JPmC8OPst,5FVd6KXrgO9B3JPmC8OPst,https://api.spotify.com/v1/tracks/5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,3
The Boy Does Nothing,Alesha Dixon,spotify:track:4BbxSTDqfnX76DtwZLHuJb,4BbxSTDqfnX76DtwZLHuJb,https://api.spotify.com/v1/tracks/4BbxSTDqfnX76DtwZLHuJb,0.57,0.961,-3.664,0.175,0.124,4.76e-05,0.137,0.842,174.053,214907,5
No Scrubs,Unlike Pluto feat. Joanna Jones,spotify:track:0C9g70hdhr7W3HCs3ITUYz,0C9g70hdhr7W3HCs3ITUYz,https://api.spotify.com/v1/tracks/0C9g70hdhr7W3HCs3ITUYz,0.458,0.778,-4.831,0.279,0.164,0.0,0.315,0.312,72.55,201600,3
Goosebumps - Remix,Travis Scott,spotify:track:5uEYRdEIh9Bo4fpjDd4Na9,5uEYRdEIh9Bo4fpjDd4Na9,https://api.spotify.com/v1/tracks/5uEYRdEIh9Bo4fpjDd4Na9,0.841,0.593,-7.846,0.0379,0.418,0.0,0.124,0.808,124.917,162803,2
Heat Waves,Glass Animals,spotify:track:3USxtqRwSYz57Ewm6wWRMp,3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,2
Paradise (feat. Dermot Kennedy),MEDUZA,spotify:track:6ft4hAq6yde8jPZY2i5zLr,6ft4hAq6yde8jPZY2i5zLr,https://api.spotify.com/v1/tracks/6ft4hAq6yde8jPZY2i5zLr,0.632,0.595,-7.644,0.0401,0.0689,0.0,0.209,0.435,124.114,167903,2
Whoopty,CJ,spotify:track:1RSzyxqtIO4yX3EyiV4zT5,1RSzyxqtIO4yX3EyiV4zT5,https://api.spotify.com/v1/tracks/1RSzyxqtIO4yX3EyiV4zT5,0.714,0.609,-7.683,0.17,0.194,0.0,0.126,0.778,140.206,123480,2
Lo Vas A Olvidar (with ROSALÍA),Billie Eilish,spotify:track:0psS4i5YooJrXfDnGvWRLi,0psS4i5YooJrXfDnGvWRLi,https://api.spotify.com/v1/tracks/0psS4i5YooJrXfDnGvWRLi,0.343,0.243,-14.66,0.0777,0.721,0.00198,0.0668,0.032,135.154,203464,7
Skin,Sabrina Carpenter,spotify:track:03B2SfXuvDh1m9F4tqrX07,03B2SfXuvDh1m9F4tqrX07,https://api.spotify.com/v1/tracks/03B2SfXuvDh1m9F4tqrX07,0.557,0.457,-5.372,0.0335,0.428,0.0,0.0567,0.328,105.918,177500,3
GIRL LIKE ME,Black Eyed Peas,spotify:track:2vBET2pmrQqafaS6zIaYta,2vBET2pmrQqafaS6zIaYta,https://api.spotify.com/v1/tracks/2vBET2pmrQqafaS6zIaYta,0.964,0.486,-8.891,0.188,0.0194,0.04,0.0694,0.318,124.058,220659,2
I'm not Pretty,JESSIA,spotify:track:4pBhTGnL5N5KqsyqU58jee,4pBhTGnL5N5KqsyqU58jee,https://api.spotify.com/v1/tracks/4pBhTGnL5N5KqsyqU58jee,0.783,0.526,-6.478,0.261,0.0802,0.0,0.066,0.902,75.002,118400,2
Remember That Night?,Sara Kays,spotify:track:1nYzjrdVQ8RpF93M0jPFW7,1nYzjrdVQ8RpF93M0jPFW7,https://api.spotify.com/v1/tracks/1nYzjrdVQ8RpF93M0jPFW7,0.679,0.61,-10.936,0.0305,0.585,9.51e-05,0.156,0.554,123.978,227186,7
Video Killed The Radio Star,The Buggles,spotify:track:6t1FIJlZWTQfIZhsGjaulM,6t1FIJlZWTQfIZhsGjaulM,https://api.spotify.com/v1/tracks/6t1FIJlZWTQfIZhsGjaulM,0.675,0.61,-13.811,0.085,0.0852,0.0188,0.159,0.344,131.037,253800,3
Everybody Wants To Rule The World,Tears For Fears,spotify:track:76798uYU1DhBRVWxSo1bhY,76798uYU1DhBRVWxSo1bhY,https://api.spotify.com/v1/tracks/76798uYU1DhBRVWxSo1bhY,0.687,0.886,-8.219,0.0485,0.38,0.00646,0.0702,0.467,112.073,247533,3
I Want to Know What Love Is - 2008 Remaster,Foreigner,spotify:track:5DeXQ3qADuDmqsosnZAK3o,5DeXQ3qADuDmqsosnZAK3o,https://api.spotify.com/v1/tracks/5DeXQ3qADuDmqsosnZAK3o,0.48,0.529,-7.825,0.0275,0.17,4.27e-06,0.257,0.469,81.527,295480,3
Venus,Bananarama,spotify:track:4kxOMXF9aVjztdBVM12gbn,4kxOMXF9aVjztdBVM12gbn,https://api.spotify.com/v1/tracks/4kxOMXF9aVjztdBVM12gbn,0.722,0.961,-4.812,0.0514,0.0883,0.61,0.278,0.91,126.113,229165,1
"Holding Out for a Hero - From ""Footloose"" Soundtrack",Bonnie Tyler,spotify:track:3oYxYV6cFaSRwgBpjXzhvS,3oYxYV6cFaSRwgBpjXzhvS,https://api.spotify.com/v1/tracks/3oYxYV6cFaSRwgBpjXzhvS,0.588,0.937,-5.435,0.0618,0.0137,0.0,0.0966,0.775,149.744,348987,5
Eye of the Tiger,Various Artists,spotify:track:2KH16WveTQWT6KOG9Rg6e2,2KH16WveTQWT6KOG9Rg6e2,https://api.spotify.com/v1/tracks/2KH16WveTQWT6KOG9Rg6e2,0.817,0.599,-9.249,0.0328,0.132,0.000311,0.0873,0.548,108.873,245640,2
Nothing's Gonna Stop Us Now,Starship,spotify:track:2vEQ9zBiwbAVXzS2SOxodY,2vEQ9zBiwbAVXzS2SOxodY,https://api.spotify.com/v1/tracks/2vEQ9zBiwbAVXzS2SOxodY,0.643,0.801,-4.921,0.0228,0.0298,0.0,0.0719,0.534,95.988,270333,3
(I Just) Died In Your Arms,Cutting Crew,spotify:track:0YPXkQthLWrhNGoKTbwCJ8,0YPXkQthLWrhNGoKTbwCJ8,https://api.spotify.com/v1/tracks/0YPXkQthLWrhNGoKTbwCJ8,0.632,0.727,-11.209,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,278627,3
It's My Life - 1997 Remaster,Talk Talk,spotify:track:4jhsuQCUCJKA5f0bXb6XdJ,4jhsuQCUCJKA5f0bXb6XdJ,https://api.spotify.com/v1/tracks/4jhsuQCUCJKA5f0bXb6XdJ,0.627,0.802,-8.432,0.0348,0.197,0.784,0.404,0.867,126.283,232400,1
Wind Of Change,Scorpions,spotify:track:4YJ4n7DsZhR5hrnsMfn6zV,4YJ4n7DsZhR5hrnsMfn6zV,https://api.spotify.com/v1/tracks/4YJ4n7DsZhR5hrnsMfn6zV,0.446,0.409,-14.817,0.0368,0.287,0.0,0.0788,0.295,151.457,313693,7
Still Loving You,Scorpions,spotify:track:0RdUX4WE0fO30VnlUbDVL6,0RdUX4WE0fO30VnlUbDVL6,https://api.spotify.com/v1/tracks/0RdUX4WE0fO30VnlUbDVL6,0.282,0.605,-4.916,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453,3
"Footloose - From ""Footloose"" Soundtrack",Kenny Loggins,spotify:track:4YR6Dextuoc3I8nJ0XgzKI,4YR6Dextuoc3I8nJ0XgzKI,https://api.spotify.com/v1/tracks/4YR6Dextuoc3I8nJ0XgzKI,0.564,0.911,-5.39,0.0536,0.159,4.36e-05,0.118,0.582,173.938,226293,5
I Still Haven't Found What I'm Looking For,U2,spotify:track:5UQzaJnSGvBD5QyA6VpHy8,5UQzaJnSGvBD5QyA6VpHy8,https://api.spotify.com/v1/tracks/5UQzaJnSGvBD5QyA6VpHy8,0.569,0.797,-8.057,0.035,0.0119,0.00293,0.0561,0.607,100.626,281080,3
Tarzan Boy,Baltimora,spotify:track:6FwMGM0Dtmf0vz6BdIc8uP,6FwMGM0Dtmf0vz6BdIc8uP,https://api.spotify.com/v1/tracks/6FwMGM0Dtmf0vz6BdIc8uP,0.703,0.803,-4.647,0.0251,0.346,0.000912,0.437,0.695,107.41,230027,6
Eternal Flame,The Bangles,spotify:track:5MoDQWMDMaAGDEiWsJfeCi,5MoDQWMDMaAGDEiWsJfeCi,https://api.spotify.com/v1/tracks/5MoDQWMDMaAGDEiWsJfeCi,0.526,0.358,-7.239,0.0243,0.525,0.0,0.0942,0.399,78.989,238027,7
Billie Jean,Various Artists,spotify:track:59iw5vQl4tf3lHIvNASi13,59iw5vQl4tf3lHIvNASi13,https://api.spotify.com/v1/tracks/59iw5vQl4tf3lHIvNASi13,0.928,0.562,-6.386,0.0433,0.0312,0.00957,0.0322,0.903,117.216,293667,4
Big In Japan - Original,Alphaville,spotify:track:1KtMazpCseJ2TjKPas4d7h,1KtMazpCseJ2TjKPas4d7h,https://api.spotify.com/v1/tracks/1KtMazpCseJ2TjKPas4d7h,0.748,0.414,-15.15,0.0405,0.069,0.0671,0.336,0.239,97.646,286160,3
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,spotify:track:1JZZkORheU1RpGqJdZ77WL,1JZZkORheU1RpGqJdZ77WL,https://api.spotify.com/v1/tracks/1JZZkORheU1RpGqJdZ77WL,0.52,0.652,-6.655,0.0274,0.34,5.49e-05,0.256,0.722,80.609,258787,3
The Look,Roxette,spotify:track:46WVVHERbHreW3Ap2ztQt8,46WVVHERbHreW3Ap2ztQt8,https://api.spotify.com/v1/tracks/46WVVHERbHreW3Ap2ztQt8,0.634,0.838,-5.363,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,237320,4
Gettin' Jiggy Wit It,Will Smith,spotify:track:0weAUscowxeqDtpCgtbpgp,0weAUscowxeqDtpCgtbpgp,https://api.spotify.com/v1/tracks/0weAUscowxeqDtpCgtbpgp,0.881,0.874,-4.505,0.139,0.0175,1.14e-06,0.154,0.858,107.891,227933,4
Torn,Natalie Imbruglia,spotify:track:0KDaN0HL3TcJVTbXlQCEsS,0KDaN0HL3TcJVTbXlQCEsS,https://api.spotify.com/v1/tracks/0KDaN0HL3TcJVTbXlQCEsS,0.575,0.886,-5.182,0.034,0.0647,0.000187,0.709,0.609,96.31,244667,6
Ironic,Alanis Morissette,spotify:track:4oGTdOClZUxcM2H3UmXlwL,4oGTdOClZUxcM2H3UmXlwL,https://api.spotify.com/v1/tracks/4oGTdOClZUxcM2H3UmXlwL,0.495,0.595,-7.57,0.0443,0.246,0.0,0.236,0.392,85.341,225933,3
Livin' la Vida Loca,Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,0Ph6L4l8dYUuXFmb71Ajnd,https://api.spotify.com/v1/tracks/0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.954,-3.756,0.0476,0.00414,0.0,0.0555,0.933,178.043,243160,5
Learn to Fly,Foo Fighters,spotify:track:0mWiuXuLAJ3Brin3Or2x6v,0mWiuXuLAJ3Brin3Or2x6v,https://api.spotify.com/v1/tracks/0mWiuXuLAJ3Brin3Or2x6v,0.439,0.931,-2.59,0.0473,1.92e-05,1.21e-05,0.193,0.527,135.944,234800,5
Pretty Fly (For a White Guy),The Offspring,spotify:track:15HadeuRG9THazDGzLH8ZU,15HadeuRG9THazDGzLH8ZU,https://api.spotify.com/v1/tracks/15HadeuRG9THazDGzLH8ZU,0.72,0.898,-3.701,0.0997,0.0962,0.0,0.0675,0.964,143.431,188107,4
Waterfalls,TLC,spotify:track:6qspW4YKycviDFjHBOaqUY,6qspW4YKycviDFjHBOaqUY,https://api.spotify.com/v1/tracks/6qspW4YKycviDFjHBOaqUY,0.769,0.505,-7.345,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,279507,2
Truly Madly Deeply,Savage Garden,spotify:track:7xUVverKyPPPAW3sDqXhfi,7xUVverKyPPPAW3sDqXhfi,https://api.spotify.com/v1/tracks/7xUVverKyPPPAW3sDqXhfi,0.566,0.705,-7.569,0.0311,0.43,0.0,0.109,0.781,168.152,279400,5
Lovefool - Radio Edit,The Cardigans,spotify:track:0u4htORODiTK9vHVA89MQX,0u4htORODiTK9vHVA89MQX,https://api.spotify.com/v1/tracks/0u4htORODiTK9vHVA89MQX,0.64,0.602,-7.902,0.0299,0.0646,0.0,0.375,0.951,111.87,193893,6
Un-Break My Heart,Toni Braxton,spotify:track:5kSexWiBGosdZEP9ZrnMxw,5kSexWiBGosdZEP9ZrnMxw,https://api.spotify.com/v1/tracks/5kSexWiBGosdZEP9ZrnMxw,0.628,0.478,-6.526,0.0269,0.432,0.0,0.124,0.124,109.926,268320,3
I Have Nothing,Whitney Houston,spotify:track:31er9IGsfFbwqy1pH4aiTP,31er9IGsfFbwqy1pH4aiTP,https://api.spotify.com/v1/tracks/31er9IGsfFbwqy1pH4aiTP,0.541,0.401,-10.499,0.0365,0.576,0.0,0.164,0.24,152.943,289160,7
Let's Get Loud,Jennifer Lopez,spotify:track:3Ev29Sj0ca0TD11oE8N0Bc,3Ev29Sj0ca0TD11oE8N0Bc,https://api.spotify.com/v1/tracks/3Ev29Sj0ca0TD11oE8N0Bc,0.82,0.937,-4.81,0.0551,0.135,0.000128,0.35,0.906,130.993,239400,4
It Feels So Good,Sonique,spotify:track:6ukJXqRAorZSchjW4NawEf,6ukJXqRAorZSchjW4NawEf,https://api.spotify.com/v1/tracks/6ukJXqRAorZSchjW4NawEf,0.636,0.688,-7.273,0.0297,0.0131,0.000871,0.1,0.587,134.987,242867,3
Man in the Mirror - Remastered Version,Michael Jackson,spotify:track:1nl09AjkuO7BBRF3BFAPsC,1nl09AjkuO7BBRF3BFAPsC,https://api.spotify.com/v1/tracks/1nl09AjkuO7BBRF3BFAPsC,0.802,0.813,-4.889,0.0362,0.443,1.03e-05,0.111,0.264,100.338,319493,3
Rock Your Body,Justin Timberlake,spotify:track:1AWQoqb9bSvzTjaLralEkT,1AWQoqb9bSvzTjaLralEkT,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,0.892,0.714,-6.055,0.141,0.201,0.000234,0.0521,0.817,100.972,267267,4
"Bailamos - From ""Wild Wild West""",Enrique Iglesias,spotify:track:1ySwd43oWXbrytN2BD0Mhb,1ySwd43oWXbrytN2BD0Mhb,https://api.spotify.com/v1/tracks/1ySwd43oWXbrytN2BD0Mhb,0.629,0.885,-4.508,0.0384,0.0532,0.00252,0.105,0.567,99.881,212693,4
Tuulikello,Kaija Koo,spotify:track:4uSiYhyhQy1P6aj1vveQ4Z,4uSiYhyhQy1P6aj1vveQ4Z,https://api.spotify.com/v1/tracks/4uSiYhyhQy1P6aj1vveQ4Z,0.744,0.747,-10.263,0.0369,0.404,0.0,0.332,0.968,119.991,225107,2
Runaway,Bon Jovi,spotify:track:2UvvOucWTQplRKovGI4Gfn,2UvvOucWTQplRKovGI4Gfn,https://api.spotify.com/v1/tracks/2UvvOucWTQplRKovGI4Gfn,0.474,0.906,-4.333,0.0623,0.00364,2.14e-05,0.155,0.609,152.569,230667,5
The Bad Touch,Bloodhound Gang,spotify:track:5tXeQjDShUMNSelZirUOEu,5tXeQjDShUMNSelZirUOEu,https://api.spotify.com/v1/tracks/5tXeQjDShUMNSelZirUOEu,0.824,0.731,-6.259,0.038,0.00363,0.017,0.111,0.969,122.985,260507,4
All 'Bout the Money,Meja,spotify:track:72qwRwnHNGCnn8sFlVOwr4,72qwRwnHNGCnn8sFlVOwr4,https://api.spotify.com/v1/tracks/72qwRwnHNGCnn8sFlVOwr4,0.705,0.836,-6.582,0.0355,0.0576,0.00143,0.174,0.551,102.082,172133,4
Hyvää yötä ja huomenta,Don Huonot,spotify:track:7pn85r3ZJvlW0QvynxaXca,7pn85r3ZJvlW0QvynxaXca,https://api.spotify.com/v1/tracks/7pn85r3ZJvlW0QvynxaXca,0.392,0.637,-7.023,0.03,0.000181,0.0,0.344,0.399,185.99,297667,5
Your Woman,White Town,spotify:track:4ACxa9buEUnOdYEoPcnMpi,4ACxa9buEUnOdYEoPcnMpi,https://api.spotify.com/v1/tracks/4ACxa9buEUnOdYEoPcnMpi,0.815,0.605,-9.118,0.0368,0.033,0.684,0.114,0.795,102.642,259893,1
All the Best Girls,Ressu Redford,spotify:track:6xTguSTURbWl6Ca4fAPeYf,6xTguSTURbWl6Ca4fAPeYf,https://api.spotify.com/v1/tracks/6xTguSTURbWl6Ca4fAPeYf,0.839,0.745,-5.145,0.0473,0.0188,1.1e-05,0.116,0.774,122.801,239640,4
Jos sulla on toinen,Taikapeili,spotify:track:6RtIqMz4CJI0OWT7CAH450,6RtIqMz4CJI0OWT7CAH450,https://api.spotify.com/v1/tracks/6RtIqMz4CJI0OWT7CAH450,0.578,0.731,-11.995,0.0543,0.0305,0.000408,0.0393,0.697,184.313,282333,5
Kuka keksi rakkauden,Kaija Koo,spotify:track:3MMNa6jeW8UhsxyD6xMZYQ,3MMNa6jeW8UhsxyD6xMZYQ,https://api.spotify.com/v1/tracks/3MMNa6jeW8UhsxyD6xMZYQ,0.764,0.497,-11.873,0.035,0.555,0.0,0.0726,0.76,124.949,203200,7
Sussudio,Phil Collins,spotify:track:07zkNvtcmPOFlMOXbma13k,07zkNvtcmPOFlMOXbma13k,https://api.spotify.com/v1/tracks/07zkNvtcmPOFlMOXbma13k,0.736,0.838,-6.932,0.0725,0.0154,0.0608,0.0454,0.79,121.242,264947,4
I Need You,LeAnn Rimes,spotify:track:046MBhhgQJJghnbgZCkaAR,046MBhhgQJJghnbgZCkaAR,https://api.spotify.com/v1/tracks/046MBhhgQJJghnbgZCkaAR,0.478,0.736,-7.124,0.0367,0.02,9.58e-05,0.118,0.564,144.705,229827,5
Time - Radio Edit,I'Dees,spotify:track:5Q9DJSwxPEEABtt6ZxMWGo,5Q9DJSwxPEEABtt6ZxMWGo,https://api.spotify.com/v1/tracks/5Q9DJSwxPEEABtt6ZxMWGo,0.641,0.609,-5.205,0.0279,0.364,1.75e-06,0.152,0.731,90.033,185360,2
