song,artist,uri,id,track_href,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,clusters
Fun (feat. Chris Brown),Pitbull,spotify:track:6Zo3wgDE076K2AuiGZF3CS,6Zo3wgDE076K2AuiGZF3CS,https://api.spotify.com/v1/tracks/6Zo3wgDE076K2AuiGZF3CS,0.793,0.774,-3.667,0.0478,0.156,0.0,0.193,0.547,113.967,202307,4
Ghost Town,Adam Lambert,spotify:track:7Df0z75yVuHOFEuAbk40lA,7Df0z75yVuHOFEuAbk40lA,https://api.spotify.com/v1/tracks/7Df0z75yVuHOFEuAbk40lA,0.703,0.736,-5.709,0.046,0.186,1.92e-05,0.174,0.274,119.955,208330,3
Hello,Adele,spotify:track:0ENSn4fwAbCGeFGVUbXEU3,0ENSn4fwAbCGeFGVUbXEU3,https://api.spotify.com/v1/tracks/0ENSn4fwAbCGeFGVUbXEU3,0.481,0.451,-6.095,0.0347,0.336,0.0,0.0872,0.289,157.966,295493,3
Hotline Bling,Drake,spotify:track:6nmz4imkDcmtwMjocAzFSx,6nmz4imkDcmtwMjocAzFSx,https://api.spotify.com/v1/tracks/6nmz4imkDcmtwMjocAzFSx,0.896,0.623,-8.008,0.0571,0.00257,0.000258,0.039,0.585,134.962,267024,2
Hula Hoop,OMI,spotify:track:1g9V4qY5UaWJJRRYL9WYmG,1g9V4qY5UaWJJRRYL9WYmG,https://api.spotify.com/v1/tracks/1g9V4qY5UaWJJRRYL9WYmG,0.674,0.84,-4.493,0.0371,0.0256,0.0,0.269,0.579,121.947,206013,4
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Flo Rida,spotify:track:2S5LNtRVRPbXk01yRQ14sZ,2S5LNtRVRPbXk01yRQ14sZ,https://api.spotify.com/v1/tracks/2S5LNtRVRPbXk01yRQ14sZ,0.854,0.766,-4.697,0.141,0.0242,0.0,0.0793,0.784,118.004,224258,4
I Lived,OneRepublic,spotify:track:7D49Iig0avHre9RFSUMkd2,7D49Iig0avHre9RFSUMkd2,https://api.spotify.com/v1/tracks/7D49Iig0avHre9RFSUMkd2,0.599,0.854,-5.429,0.0436,0.0746,0.0,0.278,0.311,119.986,234547,3
"I Need Your Love (feat. Mohombi, Faydee & Costi)",Shaggy,spotify:track:74Xdx4ezYQQlg8wKswq25T,74Xdx4ezYQQlg8wKswq25T,https://api.spotify.com/v1/tracks/74Xdx4ezYQQlg8wKswq25T,0.529,0.794,-3.903,0.164,0.122,0.0,0.117,0.543,119.956,216667,5
Like I Can,Sam Smith,spotify:track:4iOoHmJJiqyTxsXSa5uELv,4iOoHmJJiqyTxsXSa5uELv,https://api.spotify.com/v1/tracks/4iOoHmJJiqyTxsXSa5uELv,0.652,0.632,-6.612,0.0375,0.363,1.2e-05,0.124,0.484,99.952,167066,2
Marvin Gaye (feat. Meghan Trainor),Charlie Puth,spotify:track:6ukMqDxnOPOgoHdak7Kyp3,6ukMqDxnOPOgoHdak7Kyp3,https://api.spotify.com/v1/tracks/6ukMqDxnOPOgoHdak7Kyp3,0.795,0.616,-5.281,0.06,0.417,0.0,0.349,0.815,110.015,190453,2
On My Mind,Ellie Goulding,spotify:track:2wA4C7X7O9hMjuemyHwLgd,2wA4C7X7O9hMjuemyHwLgd,https://api.spotify.com/v1/tracks/2wA4C7X7O9hMjuemyHwLgd,0.696,0.694,-6.631,0.0534,0.269,4.36e-06,0.0862,0.736,154.941,213445,4
One Call Away,Charlie Puth,spotify:track:2uEJanMvnA1dXgX1ASnPQm,2uEJanMvnA1dXgX1ASnPQm,https://api.spotify.com/v1/tracks/2uEJanMvnA1dXgX1ASnPQm,0.665,0.62,-5.43,0.035,0.417,0.0,0.113,0.451,91.008,192075,2
Outside (feat. Ellie Goulding),Calvin Harris,spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,7MmG8p0F9N3C4AXdK6o6Eb,https://api.spotify.com/v1/tracks/7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035,227267,6
Perfect,One Direction,spotify:track:3DnzEB8Ffnp5sjnCbOugUX,3DnzEB8Ffnp5sjnCbOugUX,https://api.spotify.com/v1/tracks/3DnzEB8Ffnp5sjnCbOugUX,0.647,0.823,-5.231,0.0762,0.0598,0.0,0.119,0.396,99.933,230333,3
Photograph,Ed Sheeran,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,7
Pretty Girls,Britney Spears,spotify:track:6QicTxeiSaRkPnkGDUvYOs,6QicTxeiSaRkPnkGDUvYOs,https://api.spotify.com/v1/tracks/6QicTxeiSaRkPnkGDUvYOs,0.834,0.831,-6.061,0.0745,0.00799,0.0,0.217,0.788,103.009,163960,4
Renegades,X Ambassadors,spotify:track:0fYVliAYKHuPmECRs1pbRf,0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200,3
Roses,The Chainsmokers,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,3vv9phIu6Y1vX3jcqaGz5Z,https://api.spotify.com/v1/tracks/3vv9phIu6Y1vX3jcqaGz5Z,0.713,0.802,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739,3
Riptide,Vance Joy,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,7yq4Qj7cqayVTp3FF9CWbm,https://api.spotify.com/v1/tracks/7yq4Qj7cqayVTp3FF9CWbm,0.484,0.731,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654,204280,3
Same Old Love,Selena Gomez,spotify:track:7jv4Mb21bdd9SDVOm9Fm9l,7jv4Mb21bdd9SDVOm9Fm9l,https://api.spotify.com/v1/tracks/7jv4Mb21bdd9SDVOm9Fm9l,0.669,0.592,-3.968,0.0312,0.0213,0.0,0.124,0.447,98.065,229013,3
See You Again (feat. Charlie Puth),Wiz Khalifa,spotify:track:7wqSzGeodspE3V6RBD5W8L,7wqSzGeodspE3V6RBD5W8L,https://api.spotify.com/v1/tracks/7wqSzGeodspE3V6RBD5W8L,0.689,0.481,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526,3
Stitches,Shawn Mendes,spotify:track:3zkWCteF82vJwv0hRLba76,3zkWCteF82vJwv0hRLba76,https://api.spotify.com/v1/tracks/3zkWCteF82vJwv0hRLba76,0.746,0.754,-6.684,0.0676,0.0152,0.0,0.0486,0.746,149.882,206880,4
Style,Sweet Baby May,spotify:track:4DO3QL3whXQ5vgYg8nan9Z,4DO3QL3whXQ5vgYg8nan9Z,https://api.spotify.com/v1/tracks/4DO3QL3whXQ5vgYg8nan9Z,0.656,0.582,-8.464,0.0372,0.0319,3.81e-05,0.126,0.171,95.003,271166,3
SummerThing!,Afrojack,spotify:track:1KcnJTiXJXAqW5bB7zpkBC,1KcnJTiXJXAqW5bB7zpkBC,https://api.spotify.com/v1/tracks/1KcnJTiXJXAqW5bB7zpkBC,0.707,0.782,-5.463,0.0613,0.0541,0.0,0.297,0.79,130.036,235344,4
This Summer,Maroon 5,spotify:track:5uVji14OWpj9HMKLXdhjAv,5uVji14OWpj9HMKLXdhjAv,https://api.spotify.com/v1/tracks/5uVji14OWpj9HMKLXdhjAv,0.54,0.766,-5.148,0.07,0.000248,0.0,0.641,0.176,98.932,224400,6
Watch Me (Whip / Nae Nae),Silentó,spotify:track:5RIVoVdkDLEygELLCniZFr,5RIVoVdkDLEygELLCniZFr,https://api.spotify.com/v1/tracks/5RIVoVdkDLEygELLCniZFr,0.821,0.759,-8.541,0.121,0.247,0.0,0.321,0.962,140.01,185143,4
You Know You Like It,DJ Snake,spotify:track:57kR5SniQIbsbVoIjjOUDa,57kR5SniQIbsbVoIjjOUDa,https://api.spotify.com/v1/tracks/57kR5SniQIbsbVoIjjOUDa,0.407,0.725,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267,5
2080-luvulla,SANNI,spotify:track:1nuPaBJRRRKsh0T2uPt66c,1nuPaBJRRRKsh0T2uPt66c,https://api.spotify.com/v1/tracks/1nuPaBJRRRKsh0T2uPt66c,0.583,0.584,-6.082,0.0357,0.0387,0.00859,0.335,0.201,123.018,257573,3
Mauton jasso,JVG,spotify:track:2HtvtuuCF0xUz7YygBVQpR,2HtvtuuCF0xUz7YygBVQpR,https://api.spotify.com/v1/tracks/2HtvtuuCF0xUz7YygBVQpR,0.761,0.83,-4.863,0.0988,0.0524,0.0,0.751,0.871,144.026,199160,6
Peto on irti,Antti Tuisku,spotify:track:0VgYmfkLUd2UicGu3D8dWF,0VgYmfkLUd2UicGu3D8dWF,https://api.spotify.com/v1/tracks/0VgYmfkLUd2UicGu3D8dWF,0.679,0.866,-3.86,0.0889,0.0984,0.0,0.139,0.75,127.966,213707,4
Freaks - Radio Edit,Timmy Trumpet,spotify:track:4wQ8cM5towhQKEOt5G9u0j,4wQ8cM5towhQKEOt5G9u0j,https://api.spotify.com/v1/tracks/4wQ8cM5towhQKEOt5G9u0j,0.886,0.967,-0.776,0.142,0.0157,0.389,0.239,0.745,128.1,168750,4
Uptown Funk (feat. Bruno Mars),Mark Ronson,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
Eteen ja Ylös,Elastinen,spotify:track:5JkE7B1dbiF5dpayJCeS92,5JkE7B1dbiF5dpayJCeS92,https://api.spotify.com/v1/tracks/5JkE7B1dbiF5dpayJCeS92,0.589,0.746,-5.314,0.0822,0.0482,0.0,0.234,0.469,85.022,217053,3
Kiitos ei ole kirosana,Haloo Helsinki!,spotify:track:0CcH4QwzBFMcciFFAwNYHI,0CcH4QwzBFMcciFFAwNYHI,https://api.spotify.com/v1/tracks/0CcH4QwzBFMcciFFAwNYHI,0.582,0.941,-6.162,0.068,0.057,2.08e-05,0.336,0.518,140.013,240907,6
Sua varten,Robin Packalen,spotify:track:10lvKR4nGNgkXnKzGWOlv9,10lvKR4nGNgkXnKzGWOlv9,https://api.spotify.com/v1/tracks/10lvKR4nGNgkXnKzGWOlv9,0.669,0.905,-5.014,0.0516,0.105,0.0,0.17,0.885,141.991,196840,4
Walk,Kwabs,spotify:track:2ZvsMMI4aOkMUo92MKQzFI,2ZvsMMI4aOkMUo92MKQzFI,https://api.spotify.com/v1/tracks/2ZvsMMI4aOkMUo92MKQzFI,0.615,0.814,-3.903,0.0677,0.17,0.0,0.218,0.577,144.005,214150,5
Nothing Really Matters - Afrojack Remix,Mr. Probz,spotify:track:02DoXNeIVYvONhTk1fGQrz,02DoXNeIVYvONhTk1fGQrz,https://api.spotify.com/v1/tracks/02DoXNeIVYvONhTk1fGQrz,0.656,0.752,-5.622,0.0378,0.354,1.1e-05,0.0707,0.477,128.029,199247,4
Himalaja,Aste,spotify:track:5lSElJCrno66P4vXCF4WCk,5lSElJCrno66P4vXCF4WCk,https://api.spotify.com/v1/tracks/5lSElJCrno66P4vXCF4WCk,0.467,0.794,-3.537,0.317,0.112,0.0,0.203,0.52,96.47,204559,0
Spesiaali,Nikke Ankara,spotify:track:3keL2QBS50cRHwdiq9vfbf,3keL2QBS50cRHwdiq9vfbf,https://api.spotify.com/v1/tracks/3keL2QBS50cRHwdiq9vfbf,0.642,0.809,-4.499,0.141,0.0172,0.0,0.172,0.591,176.961,213227,5
Crossroads,Satin Circus,spotify:track:2U4re7xYTSKBTs9eRXSfkg,2U4re7xYTSKBTs9eRXSfkg,https://api.spotify.com/v1/tracks/2U4re7xYTSKBTs9eRXSfkg,0.556,0.718,-6.067,0.0378,0.00773,0.0,0.0721,0.481,128.073,180200,5
Roy Orbison,STIG,spotify:track:0RsDZ67c93b1ynm5tjngZJ,0RsDZ67c93b1ynm5tjngZJ,https://api.spotify.com/v1/tracks/0RsDZ67c93b1ynm5tjngZJ,0.593,0.871,-4.703,0.0369,0.0167,9.2e-06,0.344,0.719,162.955,212613,5
Blame (feat. John Newman),Calvin Harris,spotify:track:07nH4ifBxUB4lZcsf44Brn,07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,5
Paperilennokki,Robin Packalen,spotify:track:53QKNB4O5P0NkZFnPOc2bf,53QKNB4O5P0NkZFnPOc2bf,https://api.spotify.com/v1/tracks/53QKNB4O5P0NkZFnPOc2bf,0.703,0.658,-5.373,0.0536,0.275,0.0,0.0943,0.503,95.022,192520,2
Stay With Me,Sam Smith,spotify:track:7IHOIqZUUInxjVkko181PB,7IHOIqZUUInxjVkko181PB,https://api.spotify.com/v1/tracks/7IHOIqZUUInxjVkko181PB,0.5,0.418,-6.535,0.0377,0.566,0.000193,0.11,0.176,84.899,172724,7
Sinä ansaitset kultaa,Jari Sillanpää,spotify:track:2xHdiCxtPYgyaEc6ZWfq74,2xHdiCxtPYgyaEc6ZWfq74,https://api.spotify.com/v1/tracks/2xHdiCxtPYgyaEc6ZWfq74,0.577,0.691,-5.761,0.0296,0.362,0.0,0.132,0.246,143.998,232680,5
Are You With Me - Radio Edit,Lost Frequencies,spotify:track:477daPpd3DnneaHhvjM35l,477daPpd3DnneaHhvjM35l,https://api.spotify.com/v1/tracks/477daPpd3DnneaHhvjM35l,0.776,0.574,-9.882,0.0317,0.466,7.83e-05,0.131,0.412,121.03,138843,2
Tuulisii (feat. Pete Parkkonen),JVG,spotify:track:1zbwVVLOInai4a1ZmlmPp8,1zbwVVLOInai4a1ZmlmPp8,https://api.spotify.com/v1/tracks/1zbwVVLOInai4a1ZmlmPp8,0.694,0.638,-5.171,0.0703,0.179,0.0,0.152,0.509,77.008,228133,3
Five More Hours,Deorro,spotify:track:6YwLgicpvVuMt1eE2OldwQ,6YwLgicpvVuMt1eE2OldwQ,https://api.spotify.com/v1/tracks/6YwLgicpvVuMt1eE2OldwQ,0.699,0.883,-3.226,0.219,0.0288,0.0,0.817,0.499,127.961,211975,6
Headlights (feat. Ilsey),Robin Schulz,spotify:track:06Hdbxh6NCy6TIhjdXTchB,06Hdbxh6NCy6TIhjdXTchB,https://api.spotify.com/v1/tracks/06Hdbxh6NCy6TIhjdXTchB,0.597,0.685,-6.371,0.0367,0.0245,0.000335,0.182,0.369,122.002,209208,3
Mimmit fiilaa,Mikael Gabriel,spotify:track:059ZdcYEsV1MkiQGdKfNdV,059ZdcYEsV1MkiQGdKfNdV,https://api.spotify.com/v1/tracks/059ZdcYEsV1MkiQGdKfNdV,0.779,0.688,-7.341,0.0362,0.0286,0.0,0.365,0.688,125.019,201133,6
Virheistä kaunein,TCT,spotify:track:33xHJSf8Dg0Ja2uTYvzuHW,33xHJSf8Dg0Ja2uTYvzuHW,https://api.spotify.com/v1/tracks/33xHJSf8Dg0Ja2uTYvzuHW,0.739,0.68,-5.27,0.074,0.192,0.0,0.139,0.485,124.004,214967,4
Ur Cool,SAARA,spotify:track:5yRAGUGUwc5MzNgzNk3SHE,5yRAGUGUwc5MzNgzNk3SHE,https://api.spotify.com/v1/tracks/5yRAGUGUwc5MzNgzNk3SHE,0.627,0.742,-4.425,0.132,0.0251,0.0,0.0808,0.78,147.13,179999,4
Bandana,ABREU,spotify:track:2j4eQumOh0qlUIAPbMKJuu,2j4eQumOh0qlUIAPbMKJuu,https://api.spotify.com/v1/tracks/2j4eQumOh0qlUIAPbMKJuu,0.74,0.762,-5.16,0.0756,0.251,6.99e-05,0.108,0.716,100.03,161853,4
Ain't Nobody (Loves Me Better),Felix Jaehn,spotify:track:5afHIkEcVhCF1Z1CTqMUXB,5afHIkEcVhCF1Z1CTqMUXB,https://api.spotify.com/v1/tracks/5afHIkEcVhCF1Z1CTqMUXB,0.768,0.567,-7.046,0.0312,0.66,0.000277,0.07,0.471,117.974,186147,2
Dime - Radio Edit,Jack Perry,spotify:track:38uWGrkQvedpatybHIOaE4,38uWGrkQvedpatybHIOaE4,https://api.spotify.com/v1/tracks/38uWGrkQvedpatybHIOaE4,0.741,0.884,-3.745,0.0341,0.0509,0.0575,0.117,0.811,130.038,206000,4
Heroes,Måns Zelmerlöw,spotify:track:21BYhl07wWqGRQaj7sUxdV,21BYhl07wWqGRQaj7sUxdV,https://api.spotify.com/v1/tracks/21BYhl07wWqGRQaj7sUxdV,0.484,0.791,-4.27,0.0437,0.0743,0.0,0.0491,0.369,124.008,190613,5
Parade,Tungevaag,spotify:track:5jT2yNeyOiALkJS9XCaXQR,5jT2yNeyOiALkJS9XCaXQR,https://api.spotify.com/v1/tracks/5jT2yNeyOiALkJS9XCaXQR,0.603,0.953,-3.663,0.261,0.0159,0.00678,0.261,0.385,191.84,195010,5
"Habibi Love (I Need Your Love) (feat. Mohombi, Faydee & Costi)",Shaggy,spotify:track:2CzNAvr2nZKYxthPVMvdVe,2CzNAvr2nZKYxthPVMvdVe,https://api.spotify.com/v1/tracks/2CzNAvr2nZKYxthPVMvdVe,0.44,0.802,-3.838,0.244,0.123,0.0,0.1,0.586,179.868,217446,5
Kuka Pelkää Pimeet,Musta Barbaari,spotify:track:39pdE1E1rYOBhKzTjlOChn,39pdE1E1rYOBhKzTjlOChn,https://api.spotify.com/v1/tracks/39pdE1E1rYOBhKzTjlOChn,0.878,0.796,-4.461,0.29,0.309,0.0,0.145,0.78,104.05,230760,0
Hold Back The River,James Bay,spotify:track:1KZyVnyptQcPzkx7ELCnZC,1KZyVnyptQcPzkx7ELCnZC,https://api.spotify.com/v1/tracks/1KZyVnyptQcPzkx7ELCnZC,0.715,0.715,-7.364,0.0902,0.0526,0.0,0.0936,0.507,134.922,238747,3
UFO - Radio Edit,Vigiland,spotify:track:3zYqHQ4tu4pB2acp9Lltnz,3zYqHQ4tu4pB2acp9Lltnz,https://api.spotify.com/v1/tracks/3zYqHQ4tu4pB2acp9Lltnz,0.837,0.804,-7.001,0.11,0.109,0.727,0.193,0.16,128.07,144390,1
Aurinkokuningatar,Valovuosi,spotify:track:36gv9dPeE9h1Wb4pI6EQ1K,36gv9dPeE9h1Wb4pI6EQ1K,https://api.spotify.com/v1/tracks/36gv9dPeE9h1Wb4pI6EQ1K,0.801,0.747,-5.473,0.133,0.226,0.0,0.0622,0.706,104.97,186480,4
Reality (feat. Janieck Devy) - Radio Edit,Lost Frequencies,spotify:track:5kZRoc6Gz7u5eu4a0YM2LS,5kZRoc6Gz7u5eu4a0YM2LS,https://api.spotify.com/v1/tracks/5kZRoc6Gz7u5eu4a0YM2LS,0.731,0.639,-6.597,0.0359,0.0206,1.29e-05,0.0789,0.527,122.08,158474,2
Downtown,Donkeyboy,spotify:track:0fSqfha2VoIzg1n24nBcHf,0fSqfha2VoIzg1n24nBcHf,https://api.spotify.com/v1/tracks/0fSqfha2VoIzg1n24nBcHf,0.65,0.78,-3.407,0.0681,0.189,0.000308,0.0356,0.434,170.033,213418,5
Powerful (feat. Ellie Goulding & Tarrus Riley),Major Lazer,spotify:track:4oyWrvyORD6uCSYCLSRF6W,4oyWrvyORD6uCSYCLSRF6W,https://api.spotify.com/v1/tracks/4oyWrvyORD6uCSYCLSRF6W,0.598,0.792,-4.043,0.0478,0.121,0.0,0.158,0.732,97.479,206327,4
Lipstick (feat. Tyga),Isac Elliot,spotify:track:5wLM2qVo3oNXUPutXcKJHM,5wLM2qVo3oNXUPutXcKJHM,https://api.spotify.com/v1/tracks/5wLM2qVo3oNXUPutXcKJHM,0.724,0.803,-4.328,0.088,0.117,0.0,0.153,0.646,114.953,241501,4
Ihana,Chisu,spotify:track:0gHF63QomYjuUWedAdDWeu,0gHF63QomYjuUWedAdDWeu,https://api.spotify.com/v1/tracks/0gHF63QomYjuUWedAdDWeu,0.687,0.59,-8.849,0.0319,0.00208,0.0367,0.0637,0.595,109.995,252520,3
That's How You Know (feat. Kid Ink & Bebe Rexha),Nico & Vinz,spotify:track:3icbmPGKTsKAa0IinkizCM,3icbmPGKTsKAa0IinkizCM,https://api.spotify.com/v1/tracks/3icbmPGKTsKAa0IinkizCM,0.769,0.437,-6.406,0.0363,0.44,0.0,0.116,0.737,103.921,186443,2
Kaikki mitä näät,Aurora,spotify:track:30Gl1fViCSmppqIKLEFqZu,30Gl1fViCSmppqIKLEFqZu,https://api.spotify.com/v1/tracks/30Gl1fViCSmppqIKLEFqZu,0.413,0.538,-8.619,0.31,0.308,0.0,0.193,0.555,73.225,211227,0
Can't Feel My Face,The Weeknd,spotify:track:6RsWqX8zABZLhZydXxEFOm,6RsWqX8zABZLhZydXxEFOm,https://api.spotify.com/v1/tracks/6RsWqX8zABZLhZydXxEFOm,0.702,0.77,-5.416,0.0482,0.124,0.0,0.103,0.593,107.951,213520,4
Fight Song,Rachel Platten,spotify:track:6bRbeEgg8v8BQ0HuVuPE7v,6bRbeEgg8v8BQ0HuVuPE7v,https://api.spotify.com/v1/tracks/6bRbeEgg8v8BQ0HuVuPE7v,0.639,0.707,-5.062,0.0739,0.0881,0.0,0.176,0.352,87.944,204067,3
Yö kuuluu meille,Robin Packalen,spotify:track:3I0VFE2uKmcltzLf4YjcXi,3I0VFE2uKmcltzLf4YjcXi,https://api.spotify.com/v1/tracks/3I0VFE2uKmcltzLf4YjcXi,0.686,0.86,-5.184,0.0783,0.0035,0.0,0.333,0.58,100.022,225343,6
Here for You (feat. Ella Henderson),Kygo,spotify:track:7vqUr6K2Js9Paq4kdNSOm6,7vqUr6K2Js9Paq4kdNSOm6,https://api.spotify.com/v1/tracks/7vqUr6K2Js9Paq4kdNSOm6,0.68,0.772,-5.995,0.0416,0.535,0.0153,0.147,0.376,105.005,244510,3
El Perdón (with Enrique Iglesias),Nicky Jam,spotify:track:4Ld3RS6KBXGsvtfmnjxlVl,4Ld3RS6KBXGsvtfmnjxlVl,https://api.spotify.com/v1/tracks/4Ld3RS6KBXGsvtfmnjxlVl,0.622,0.701,-5.452,0.0559,0.423,0.0,0.0955,0.645,179.998,207013,5
Hula Hoop,OMI,spotify:track:4vEUY73dVOg97Ajbqq9zgV,4vEUY73dVOg97Ajbqq9zgV,https://api.spotify.com/v1/tracks/4vEUY73dVOg97Ajbqq9zgV,0.673,0.847,-4.505,0.0386,0.0253,0.0,0.302,0.519,121.988,206344,4
Pilkun jälkeen,Roope Salminen & Koirat,spotify:track:3St8EnSlx1GhzhfTtSx4Ni,3St8EnSlx1GhzhfTtSx4Ni,https://api.spotify.com/v1/tracks/3St8EnSlx1GhzhfTtSx4Ni,0.754,0.809,-3.988,0.0404,0.0485,0.0,0.297,0.791,119.967,209055,4
Easy Love,Sigala,spotify:track:5MMp4HNtX6T2xT9w6Xmaxn,5MMp4HNtX6T2xT9w6Xmaxn,https://api.spotify.com/v1/tracks/5MMp4HNtX6T2xT9w6Xmaxn,0.694,0.955,-2.872,0.0676,0.256,0.000874,0.138,0.713,123.982,227709,4
Sillat (feat. Ilta),Cheek,spotify:track:1y79Q5QoYX1POEfBqAwJB5,1y79Q5QoYX1POEfBqAwJB5,https://api.spotify.com/v1/tracks/1y79Q5QoYX1POEfBqAwJB5,0.599,0.856,-4.179,0.224,0.271,0.0,0.127,0.47,156.028,246093,5
7 Years,Lukas Graham,spotify:track:7MY77zbtJr7KOSrOza4S3L,7MY77zbtJr7KOSrOza4S3L,https://api.spotify.com/v1/tracks/7MY77zbtJr7KOSrOza4S3L,0.726,0.498,-5.788,0.0621,0.322,0.0,0.386,0.34,119.825,237300,3
Miten eskimot suutelee?,Robin Packalen,spotify:track:3q5BOBwYzVT0Fq0cUamoV1,3q5BOBwYzVT0Fq0cUamoV1,https://api.spotify.com/v1/tracks/3q5BOBwYzVT0Fq0cUamoV1,0.618,0.746,-5.814,0.0825,0.0195,0.0,0.314,0.53,139.842,218613,5
Lähtisitkö (feat. SANNI) (Vain elämää kausi 4),VilleGalle,spotify:track:2dRsorUvpCgLF2zu9q96pH,2dRsorUvpCgLF2zu9q96pH,https://api.spotify.com/v1/tracks/2dRsorUvpCgLF2zu9q96pH,0.75,0.736,-5.669,0.121,0.187,6.39e-06,0.102,0.393,90.978,189373,2
Puistossa (feat. Alexandra Babitzin ja Jare) (Vain elämää kausi 4),Various Artists,spotify:track:0DfgxTKDM7X94ERM13HiiP,0DfgxTKDM7X94ERM13HiiP,https://api.spotify.com/v1/tracks/0DfgxTKDM7X94ERM13HiiP,0.707,0.757,-5.804,0.0598,0.0657,1.18e-06,0.0781,0.631,81.989,188520,4
Carrie,Ellinoora,spotify:track:7mP0ZazfXgc8BC55uXWiq4,7mP0ZazfXgc8BC55uXWiq4,https://api.spotify.com/v1/tracks/7mP0ZazfXgc8BC55uXWiq4,0.569,0.437,-6.891,0.0701,0.154,0.0,0.111,0.335,187.889,191707,5
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,spotify:track:6lDo13SSgTv0WbyUQKgnjk,6lDo13SSgTv0WbyUQKgnjk,https://api.spotify.com/v1/tracks/6lDo13SSgTv0WbyUQKgnjk,0.746,0.877,-3.782,0.0666,0.0375,0.000833,0.233,0.751,107.985,166138,4
Stay (feat. Maty Noyes),Kygo,spotify:track:7gBj0VgcuAgkXkiRRYvSmK,7gBj0VgcuAgkXkiRRYvSmK,https://api.spotify.com/v1/tracks/7gBj0VgcuAgkXkiRRYvSmK,0.648,0.736,-7.948,0.0385,0.0444,0.000137,0.171,0.378,103.027,239465,3
Bang My Head (feat. Sia & Fetty Wap),David Guetta,spotify:track:53Y0kdCa1CZ9gRqEuknfwy,53Y0kdCa1CZ9gRqEuknfwy,https://api.spotify.com/v1/tracks/53Y0kdCa1CZ9gRqEuknfwy,0.599,0.869,-3.697,0.0789,0.0525,0.00719,0.103,0.593,108.061,193333,4
Party (Papiidipaadi) (feat. Nikke Ankara),Antti Tuisku,spotify:track:1CFk1Z0WqOEkbo8SBiZycf,1CFk1Z0WqOEkbo8SBiZycf,https://api.spotify.com/v1/tracks/1CFk1Z0WqOEkbo8SBiZycf,0.725,0.784,-4.674,0.123,0.0143,5.97e-06,0.297,0.69,139.986,220000,4
DADDY ft. CL of 2NE1,PSY,spotify:track:4oHmgneU9dwYoqg0SJSOCf,4oHmgneU9dwYoqg0SJSOCf,https://api.spotify.com/v1/tracks/4oHmgneU9dwYoqg0SJSOCf,0.762,0.87,-3.287,0.128,0.0788,0.0,0.137,0.753,132.049,230635,4
Adventure of a Lifetime,Coldplay,spotify:track:69uxyAqqPIsUyTO8txoP2M,69uxyAqqPIsUyTO8txoP2M,https://api.spotify.com/v1/tracks/69uxyAqqPIsUyTO8txoP2M,0.638,0.924,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995,263787,4
All I Want for Christmas Is You,Mariah Carey,spotify:track:0bYg9bo50gSsH3LtXe2SQn,0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,0.336,0.627,-7.463,0.0384,0.164,0.0,0.0708,0.35,150.273,241107,5
King,Years & Years,spotify:track:6pIZ0u32c2Lku8PmCWtnMy,6pIZ0u32c2Lku8PmCWtnMy,https://api.spotify.com/v1/tracks/6pIZ0u32c2Lku8PmCWtnMy,0.563,0.864,-4.066,0.0386,0.0585,0.0,0.419,0.439,119.964,213424,6
